"station","valid","tmpf","relh","solar","precip","speed","drct","et","soil04t","soil12t","soil24t","soil50t","soil12vwc","soil24vwc","soil50vwc"
"BOOI4","2023-05-18 00:00",61.2679999999999,67.94,0,0,6.784,121.5,0.00145669291338583,"68.395999999999987",63.122,57.1999999999999,52.4659999999999,36.8,22.1,27
"BOOI4","2023-05-18 01:00",59.2339999999999,72.12,0,0,5.606,136,0.00110236220472441,"67.189999999999955",63.248,57.29,52.4839999999999,36.8,22.1,27
"BOOI4","2023-05-18 02:00",58.622,72.84,0,0,5.109,145.7,0.000748031496062992,"66.271999999999977",63.2839999999999,57.3439999999999,52.5199999999999,36.8,22.1,27
"BOOI4","2023-05-18 03:00",57.7039999999999,74.47,0,0,6.243,144.2,0.00094488188976378,"65.281999999999954",63.3019999999999,57.4159999999999,52.5019999999999,36.8,22.1,27
"BOOI4","2023-05-18 04:00",56.264,78.77,0,0,4.85,140.2,0.00047244094488189,"64.345999999999989",63.3019999999999,57.4519999999999,52.5199999999999,36.8,22,27
"BOOI4","2023-05-18 05:00",55.0579999999999,83.2,0,0,5.67,148.5,0.000433070866141732,"63.571999999999967",63.1759999999999,57.5239999999999,52.538,36.8,22,27
"BOOI4","2023-05-18 06:00",55.0579999999999,85.2,3661.2,0,5.829,147.1,0.000275590551181102,"62.851999999999911",63.0859999999999,57.614,52.5739999999999,36.8,22,27
"BOOI4","2023-05-18 07:00",55.5079999999999,87.4,127872,0,6.541,153.2,0.00141732283464567,"62.365999999999943",62.9239999999999,57.6499999999999,52.5919999999999,36.7,22,27
"BOOI4","2023-05-18 08:00",59.18,84.6,549360,0,7.252,154.1,0.00374015748031496,"62.689999999999962",62.798,57.7039999999999,52.556,36.7,22,27
"BOOI4","2023-05-18 09:00",64.346,80.7,1058400,0,8.43,167.1,0.00744094488188976,"64.111999999999895",62.5999999999999,57.74,52.5739999999999,36.7,22,27
"BOOI4","2023-05-18 10:00",70.088,65.71,1847520,0,8.78,189.3,0.0140157480314961,"67.099999999999937",62.438,57.7939999999999,52.5739999999999,36.7,22,27
"BOOI4","2023-05-18 11:00",76.2619999999999,54.01,2423520,0,9.2,211.1,0.0206692913385827,"71.059999999999917",62.2579999999999,57.848,52.5919999999999,37.1,22.1,27
"BOOI4","2023-05-18 12:00",79.5919999999999,42.88,2835360,0,9.85,230.4,0.027992125984252,"75.217999999999918",62.1499999999999,57.8839999999999,52.6099999999999,37.1,22.1,27
"BOOI4","2023-05-18 13:00",82.4179999999999,36.74,2829240,0,12.54,238,0.0333070866141732,"78.20599999999996",62.0779999999999,57.9019999999999,52.6279999999999,37,22.1,27
"BOOI4","2023-05-18 14:00",82.598,35.34,3009600,0,12.95,226,0.0366141732283465,"80.761999999999887",62.006,57.9199999999999,52.6279999999999,37,22.1,27
"BOOI4","2023-05-18 15:00",80.2039999999999,38.49,1502640,0,12.4,226.6,0.0274803149606299,"80.293999999999912",62.0599999999999,57.956,52.646,37,22.1,27
"BOOI4","2023-05-18 16:00",79.6099999999999,38.72,579600,0,10.97,228.5,0.0193700787401575,"79.08799999999998",62.1499999999999,57.938,52.664,37.1,22.1,27
"BOOI4","2023-05-18 17:00",78.9439999999999,41.07,452880,0,11.37,236.4,0.0188582677165354,"78.313999999999965",62.2579999999999,57.9739999999999,52.664,37.1,22.1,27
"BOOI4","2023-05-18 18:00",79.7539999999999,41.2,440640,0,9.24,233,0.0158267716535433,"77.575999999999922",62.4019999999999,57.956,52.682,37.1,22.1,27
"BOOI4","2023-05-18 19:00",69.89,74.42,110412,0,7.469,271.3,0.0094488188976378,"75.613999999999962",62.582,57.9919999999999,52.6999999999999,37.1,22.1,27
"BOOI4","2023-05-18 20:00",65.372,89.6,52488,0,5.714,338.1,0.00255905511811024,"73.723999999999947",62.7079999999999,57.9919999999999,52.6999999999999,37.1,22.1,27
"BOOI4","2023-05-18 21:00",64.5259999999999,86.6,6750,0,4.828,16.93,0.00062992125984252,"72.247999999999962",62.816,58.0279999999999,52.7179999999999,37.1,22,27
"BOOI4","2023-05-18 22:00",63.68,79.02,0,0,6.071,12.18,0.00122047244094488,"71.005999999999958",62.9239999999999,58.064,52.7179999999999,37.1,22,27
"BOOI4","2023-05-18 23:00",62.816,79.71,0,0,3.222,15.62,0.00094488188976378,"69.853999999999886",62.996,58.046,52.7539999999999,37.1,22,27
"BOOI4","2023-05-19 00:00",61.898,79.05,0,0,1.96,353.5,0.00078740157480315,"68.683999999999926",63.0499999999999,58.082,52.7179999999999,37.1,22,27
