"station","valid","tmpf","relh","solar","precip","speed","drct","et","soil04t","soil12t","soil24t","soil50t","soil12vwc","soil24vwc","soil50vwc"
"BOOI4","2018-05-21 00:00",56.39,99.1,0,0.010000001,7.0955734,79.27,7.8740157480315e-05,"63.175999999999917",61.7179999999999,58.406,52.088,36.9,20.7,27.4
"BOOI4","2018-05-21 01:00",56.156,99.8,0,0.020000001,6.898723,85,3.93700787401575e-05,"62.689999999999962",61.646,58.3699999999999,52.106,36.9,20.7,27.4
"BOOI4","2018-05-21 02:00",55.9039999999999,100,0,0.010000001,6.956883,72.11,0,"62.239999999999952",61.556,58.3519999999999,52.124,36.9,20.7,27.4
"BOOI4","2018-05-21 03:00",55.9759999999999,100,0,0.010000001,7.836001,76.06,0,"61.843999999999909",61.4659999999999,58.3339999999999,52.1419999999999,36.9,20.7,27.4
"BOOI4","2018-05-21 04:00",56.4259999999999,100,0,0,8.028378,85.6,0,"61.483999999999916",61.3579999999999,58.316,52.1779999999999,36.8,20.6,27.4
"BOOI4","2018-05-21 05:00",56.606,100,0,0,6.033027,71.22,0,"61.21399999999997",61.2499999999999,58.28,52.196,36.8,20.6,27.4
"BOOI4","2018-05-21 06:00",56.696,100,291.8182,0,5.7914376,77.9,0,"60.979999999999983",61.1599999999999,58.2619999999999,52.214,36.8,20.6,27.4
"BOOI4","2018-05-21 07:00",56.93,100,51016.365,0,6.46923,76.59,0.000236220472440945,"60.799999999999933",61.0519999999999,58.2439999999999,52.2319999999999,36.8,20.6,27.4
"BOOI4","2018-05-21 08:00",57.2359999999999,100,135472.73,0,6.039738,79.96,0.000826771653543307,"60.709999999999923",60.9439999999999,58.2079999999999,52.2499999999999,36.8,20.6,27.4
"BOOI4","2018-05-21 09:00",57.848,98.7,312745.48,0,5.440238,107.3,0.00196850393700787,"60.763999999999967",60.8359999999999,58.19,52.2679999999999,36.8,20.5,27.4
"BOOI4","2018-05-21 10:00",58.0279999999999,97.7,388545.44,0,2.9303913,109.2,0.00271653543307087,"60.997999999999962",60.7279999999999,58.1539999999999,52.2859999999999,36.8,20.5,27.4
"BOOI4","2018-05-21 11:00",59.18,96.4,601727.3,0,0.4518619,86.9,0.00440944881889764,"61.37599999999992",60.638,58.1359999999999,52.3039999999999,36.8,20.5,27.4
"BOOI4","2018-05-21 12:00",60.0439999999999,95,721000,0,0.8120092,62.48,0.00535433070866142,"62.095999999999982",60.548,58.1179999999999,52.322,36.7,20.5,27.4
"BOOI4","2018-05-21 13:00",61.5199999999999,94,809727.3,0,0.65542346,210.2,0.00614173228346457,"62.959999999999923",60.4759999999999,58.082,52.3399999999999,36.7,20.5,27.4
"BOOI4","2018-05-21 14:00",63.3919999999999,89.2,1091545.4,0,3.3397515,273.4,0.0078740157480315,"63.697999999999958",60.44,58.046,52.3579999999999,36.7,20.5,27.4
"BOOI4","2018-05-21 15:00",64.9939999999999,89.8,1122454.6,0,3.543313,285.2,0.00858267716535433,"64.885999999999896",60.422,58.0099999999999,52.3579999999999,36.7,20.5,27.4
"BOOI4","2018-05-21 16:00",65.1199999999999,88.6,778818.2,0,4.3419003,271.7,0.00645669291338583,"65.749999999999929",60.4039999999999,57.9919999999999,52.3939999999999,36.7,20.4,27.4
"BOOI4","2018-05-21 17:00",67.3519999999999,83.9,906545.5,0,3.834115,293.8,0.00728346456692913,"66.217999999999918",60.44,57.956,52.3939999999999,36.7,20.5,27.4
