"station","valid","tmpf","relh","solar","precip","speed","drct","et","soil04t","soil12t","soil24t","soil50t","soil12vwc","soil24vwc","soil50vwc"
"BOOI4","2020-05-07 00:00",46.2721999999999,90.4,0,0,5.37313,267.3,0.000393700787401575,51.7819999999999,52.088,50.99,48.506,34.6,19.6,26.4
"BOOI4","2020-05-07 01:00",43.8475999999999,93.7,0,0,6.2186933,261.7,0.000236220472440945,50.864,52.124,50.99,48.506,34.6,19.6,26.4
"BOOI4","2020-05-07 02:00",43.0538,94.8,0,0,6.865169,261.8,0.00015748031496063,50.0539999999999,52.106,50.972,48.5239999999999,34.6,19.6,26.4
"BOOI4","2020-05-07 03:00",44.3443999999999,91,0,0,6.795824,276.6,0.000275590551181102,49.3339999999999,52.106,50.9539999999999,48.5239999999999,34.6,19.6,26.4
"BOOI4","2020-05-07 04:00",43.5002,90.9,0,0,8.021667,279.2,0.000354330708661417,48.74,52.0699999999999,50.9539999999999,48.5239999999999,34.6,19.6,26.4
"BOOI4","2020-05-07 05:00",44.0671999999999,87.3,0,0,7.7532344,282.8,0.00031496062992126,48.1999999999999,52.0339999999999,50.9359999999999,48.5239999999999,34.6,19.6,26.4
"BOOI4","2020-05-07 06:00",43.8529999999999,88.1,2227.2727,0,9.023816,283.4,0.000433070866141732,47.714,51.98,50.9359999999999,48.5239999999999,34.6,19.6,26.4
"BOOI4","2020-05-07 07:00",45.7807999999999,84.6,159190.92,0,8.401947,288.4,0.00078740157480315,47.3179999999999,51.9079999999999,50.9359999999999,48.5419999999999,34.6,19.6,26.4
"BOOI4","2020-05-07 08:00",51.0079999999999,76.76,740363.6,0,6.5408125,291.2,0.00374015748031496,47.264,51.8179999999999,50.9179999999999,48.5419999999999,34.6,19.6,26.4
"BOOI4","2020-05-07 09:00",55.8859999999999,66.32,1296272.7,0,4.661783,315.2,0.00826771653543307,48.164,51.746,50.9179999999999,48.5419999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 10:00",57.7039999999999,57.93,1399909,0,1.344401,346.8,0.00925196850393701,49.9819999999999,51.638,50.8999999999999,48.5419999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 11:00",60.0619999999999,51.15,1912454.6,0,4.0242553,282.1,0.0143700787401575,52.088,51.566,50.8999999999999,48.5419999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 12:00",61.538,46.66,2460545.4,0,8.2901,261.9,0.0205905511811024,54.6079999999999,51.4759999999999,50.8819999999999,48.5599999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 13:00",61.3939999999999,47.14,2130000,0,8.164831,257,0.0201181102362205,57.272,51.4039999999999,50.864,48.5599999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 14:00",61.6279999999999,44.36,1969545.5,0,6.6839767,267,0.0186220472440945,59.0179999999999,51.3499999999999,50.846,48.5599999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 15:00",61.5199999999999,40.83,1636091,0,7.565331,259.9,0.0177165354330709,60.4939999999999,51.332,50.8279999999999,48.5599999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 16:00",61.1419999999999,41.51,705727.23,0,6.9479356,283.2,0.0120866141732284,60.4759999999999,51.3499999999999,50.8099999999999,48.5599999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 17:00",58.496,46.43,456990.9,0,6.35962,278.5,0.00984251968503937,59.8099999999999,51.3859999999999,50.7919999999999,48.5599999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 18:00",55.0759999999999,57.9,214936.36,0,6.8450365,240.8,0.00696850393700787,58.8019999999999,51.4579999999999,50.7739999999999,48.5599999999999,34.5,19.7,26.4
"BOOI4","2020-05-07 19:00",52.6999999999999,78.44,163163.64,0,6.46923,243.3,0.00421259842519685,57.5239999999999,51.53,50.756,48.5599999999999,34.5,19.6,26.4
"BOOI4","2020-05-07 20:00",51.3679999999999,80.6,45106.365,0.010000001,7.1425495,279.1,0.00244094488188976,56.4079999999999,51.6199999999999,50.7199999999999,48.5779999999999,34.5,19.7,26.4
"BOOI4","2020-05-07 21:00",49.622,87.1,3440.9091,0,7.5944114,270.1,0.00062992125984252,55.3279999999999,51.7099999999999,50.7199999999999,48.5779999999999,34.5,19.7,26.4
"BOOI4","2020-05-07 22:00",48.74,90.9,0,0,3.2860649,297.1,0.000354330708661417,54.4279999999999,51.7819999999999,50.7019999999999,48.5779999999999,34.6,19.7,26.4
"BOOI4","2020-05-07 23:00",48.398,91.5,0,0,6.605684,296.4,0.000393700787401575,53.6539999999999,51.8359999999999,50.6839999999999,48.5779999999999,34.6,19.7,26.4
"BOOI4","2020-05-08 00:00",48.3079999999999,89.4,0,0,10.377165,305.3,0.000551181102362205,52.988,51.872,50.6839999999999,48.5779999999999,34.6,19.7,26.4
"BOOI4","2020-05-08 01:00",47.39,88.3,0,0,10.949821,303.2,0.000551181102362205,52.322,51.9079999999999,50.6839999999999,48.5779999999999,34.6,19.7,26.4
"BOOI4","2020-05-08 02:00",45.6403999999999,88.3,0,0,9.258695,312.3,0.000511811023622047,51.6199999999999,51.9259999999999,50.6659999999999,48.5779999999999,34.6,19.7,26.4
"BOOI4","2020-05-08 03:00",44.2597999999999,65.42,0,0,8.549584,1.911,0.000748031496062992,50.7919999999999,51.9259999999999,50.6659999999999,48.5779999999999,34.6,19.7,26.4
"BOOI4","2020-05-08 04:00",40.9405999999999,73.93,0,0,9.770954,12.38,0.00137795275590551,49.7839999999999,51.9079999999999,50.6659999999999,48.5779999999999,34.6,19.7,26.4
"BOOI4","2020-05-08 05:00",38.8291999999999,62.91,0,0,7.003859,0.31,0.00106299212598425,48.6319999999999,51.89,50.6659999999999,48.5779999999999,34.6,19.6,26.4
"BOOI4","2020-05-08 06:00",37.3171999999999,64.74,2402.7271,0,7.6279655,4.263,0.00118110236220473,47.5159999999999,51.8359999999999,50.6659999999999,48.5779999999999,34.5,19.7,26.4
"BOOI4","2020-05-08 07:00",37.7851999999999,64.98,215509.11,0,6.8002977,0.477,0.0021259842519685,46.472,51.7999999999999,50.6659999999999,48.5779999999999,34.5,19.7,26.4
"BOOI4","2020-05-08 08:00",40.6004,60.32,783727.3,0,7.343874,350.4,0.0047244094488189,45.8276,51.7279999999999,50.6659999999999,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 09:00",42.4687999999999,60.12,1457091,0,8.8896,356.8,0.00854330708661417,45.9715999999999,51.638,50.6659999999999,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 10:00",44.5657999999999,52.64,2070545.7,0,10.160181,7.472,0.0122834645669291,47.156,51.548,50.6659999999999,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 11:00",46.3351999999999,41.21,2690454.6,0,10.616517,358.7,0.0162204724409449,49.3519999999999,51.4579999999999,50.6659999999999,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 12:00",47.8759999999999,43.7,3090000,0,11.063906,351.5,0.0192913385826772,52.1779999999999,51.332,50.648,48.5779999999999,34.5,19.7,26.5
"BOOI4","2020-05-08 13:00",50.0179999999999,36.48,3320000,0,10.701521,335.3,0.0214173228346457,55.3099999999999,51.2239999999999,50.648,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 14:00",51.4579999999999,34.16,3434545.4,0,11.786437,338,0.0235433070866142,58.496,51.1339999999999,50.63,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 15:00",53.3659999999999,37.49,3186363.8,0,11.797622,334.6,0.0235433070866142,61.196,51.0619999999999,50.63,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 16:00",54.4279999999999,29.7,2876909.2,0,12.068292,321.2,0.0233070866141732,63.2119999999999,51.0259999999999,50.6119999999999,48.596,34.5,19.7,26.5
"BOOI4","2020-05-08 17:00",55.6339999999999,32.34,2250272.7,0,12.32554,319.1,0.0212992125984252,64.2019999999999,51.0079999999999,50.5939999999999,48.596,34.5,19.7,26.4
"BOOI4","2020-05-08 18:00",55.1839999999999,28.11,1651181.8,0,11.587349,325.8,0.0184645669291339,64.2019999999999,51.0439999999999,50.5579999999999,48.596,34.5,19.7,26.4
"BOOI4","2020-05-08 19:00",54.5359999999999,29.39,922090.94,0,9.793323,327.5,0.0137795275590551,63.1939999999999,51.08,50.5579999999999,48.596,34.5,19.6,26.4
"BOOI4","2020-05-08 20:00",51.548,33.99,278245.45,0,5.9413123,329.5,0.00716535433070866,61.3039999999999,51.1519999999999,50.54,48.596,34.5,19.6,26.4
"BOOI4","2020-05-08 21:00",46.8859999999999,43.01,21806.362,0,2.1452255,309.6,0.000433070866141732,59.0899999999999,51.2239999999999,50.522,48.596,34.5,19.6,26.4
"BOOI4","2020-05-08 22:00",44.3497999999999,48.95,0,0,2.800649,302.5,0.000551181102362205,57.0019999999999,51.314,50.5039999999999,48.596,34.5,19.6,26.5
"BOOI4","2020-05-08 23:00",42.3463999999999,49.32,0,0,0.06263432,302.7,-0.0015748031496063,55.2019999999999,51.3679999999999,50.4859999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 00:00",40.8451999999999,54.14,0,0,0.7762182,342.5,-0.000748031496062992,53.564,51.44,50.4679999999999,48.596,34.5,19.6,26.5
"BOOI4","2020-05-09 01:00",41.2789999999999,48.23,0,0,0.73147935,339.4,-0.00078740157480315,52.1419999999999,51.4759999999999,50.4679999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 02:00",40.2475999999999,50.22,0,0,1.789552,343,-7.8740157480315e-05,50.8819999999999,51.4939999999999,50.4679999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 03:00",38.4403999999999,51.96,0,0,0.29527608,342,-0.00118110236220473,49.7659999999999,51.4939999999999,50.4499999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 04:00",36.8239999999999,62.18,0,0,0,0,-0.00149606299212598,48.7579999999999,51.4939999999999,50.4499999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 05:00",32.1529999999999,78.16,0,0,0,0,-0.00125984251968504,47.8039999999999,51.44,50.4499999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 06:00",31.4761999999999,81.9,3216.3637,0,0,0,-0.00122047244094488,46.922,51.3859999999999,50.4499999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 07:00",35.105,74.7,227736.36,0,0,0,-0.000669291338582677,46.1353999999999,51.314,50.4499999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 08:00",43.4048,55.58,711272.7,0,3.9705684,250.7,0.00338582677165354,45.7754,51.2239999999999,50.432,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 09:00",48.938,39.86,1405909,0,7.520592,232.4,0.0101968503937008,46.3099999999999,51.1159999999999,50.4499999999999,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 10:00",53.0419999999999,33.97,2051818,0,10.567305,227.4,0.0170866141732283,47.9659999999999,51.0079999999999,50.432,48.614,34.5,19.6,26.5
"BOOI4","2020-05-09 11:00",56.5519999999999,33.69,2619000,0,10.936399,242.7,0.021496062992126,50.54,50.8819999999999,50.432,48.614,34.4,19.6,26.5
"BOOI4","2020-05-09 12:00",60.1159999999999,32.9,3057272.7,0,11.202596,237.2,0.0257086614173228,53.798,50.7739999999999,50.432,48.614,34.4,19.6,26.5
"BOOI4","2020-05-09 13:00",63.14,31.61,3319090.8,0,13.763891,232.4,0.0301181102362205,57.2539999999999,50.6659999999999,50.414,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 14:00",65.3179999999999,29.36,3332727.3,0,16.76139,241.6,0.0330708661417323,60.4759999999999,50.5939999999999,50.396,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 15:00",66.4159999999999,28.81,2916363.5,0,18.096846,240,0.032755905511811,62.816,50.5579999999999,50.3779999999999,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 16:00",66.038,30.31,2093181.6,0,19.01399,242.3,0.03,64.3099999999999,50.5579999999999,50.3599999999999,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 17:00",65.498,30.79,1584636.4,0,19.975874,236.1,0.0278740157480315,64.364,50.6119999999999,50.3419999999999,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 18:00",58.748,70.81,569272.7,0,22.548355,252.7,0.0223228346456693,63.7339999999999,50.6839999999999,50.3239999999999,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 19:00",51.8179999999999,72.96,437381.84,0,21.96675,293.9,0.0078740157480315,62.3119999999999,50.7919999999999,50.306,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 20:00",49.3699999999999,71.77,205190.9,0,19.01399,292.5,0.00614173228346457,60.7819999999999,50.8999999999999,50.2699999999999,48.614,34.4,19.6,26.4
"BOOI4","2020-05-09 21:00",47.8039999999999,80.5,13923.636,0,11.50682,281.1,0.00102362204724409,59.1439999999999,51.0259999999999,50.2699999999999,48.614,34.5,19.6,26.4
"BOOI4","2020-05-09 22:00",47.696,82.8,0,0,9.4689665,259.2,0.000866141732283465,57.6319999999999,51.1519999999999,50.2519999999999,48.614,34.5,19.6,26.4
"BOOI4","2020-05-09 23:00",44.0941999999999,82.9,0,0,15.293959,277.4,0.00062992125984252,56.3539999999999,51.2419999999999,50.2339999999999,48.614,34.5,19.6,26.4
"BOOI4","2020-05-10 00:00",43.7378,78.26,0,0,16.139523,284.4,0.000905511811023622,55.0939999999999,51.332,50.2339999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 01:00",43.2067999999999,76.89,0,0,17.251282,279.3,0.00094488188976378,53.9419999999999,51.3859999999999,50.2339999999999,48.614,34.5,19.6,26.4
"BOOI4","2020-05-10 02:00",42.7657999999999,81.8,0,0,17.83736,275.9,0.000905511811023622,53.0239999999999,51.44,50.2339999999999,48.614,34.5,19.6,26.4
"BOOI4","2020-05-10 03:00",42.6019999999999,88.1,0,0,18.096846,276.3,0.000551181102362205,52.322,51.4579999999999,50.2339999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 04:00",41.2951999999999,86.5,0,0,20.691694,294.9,0.00047244094488189,51.7099999999999,51.4759999999999,50.2339999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 05:00",39.9973999999999,87,0,0,14.911442,309.5,0.000511811023622047,51.1519999999999,51.4579999999999,50.2519999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 06:00",39.9866,83.3,902.72725,0,9.243036,330.6,0.000511811023622047,50.648,51.422,50.2519999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 07:00",40.1089999999999,83,76729.09,0,14.390235,307.5,0.00200787401574803,50.1619999999999,51.3859999999999,50.2519999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 08:00",41.6101999999999,75.5,715636.35,0,17.94026,305.6,0.00421259842519685,49.73,51.332,50.2699999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 09:00",44.5514,68.62,1412272.7,0,14.75933,308.5,0.00763779527559055,49.748,51.2779999999999,50.2699999999999,48.614,34.5,19.5,26.4
"BOOI4","2020-05-10 10:00",47.3179999999999,59.62,2124545.4,0,13.549146,312.7,0.0120472440944882,50.7019999999999,51.206,50.2699999999999,48.614,34.5,19.5,26.5
"BOOI4","2020-05-10 11:00",48.8659999999999,56.49,2251000,0,15.370014,308.2,0.0153937007874016,52.682,51.1339999999999,50.2699999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 12:00",48.5239999999999,51.69,1275909,0,14.083775,314.3,0.0125196850393701,54.2659999999999,51.0619999999999,50.288,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 13:00",47.714,52.78,1030091,0,13.69902,337.6,0.0115748031496063,54.7519999999999,50.99,50.2699999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 14:00",48.3619999999999,51.15,993363.6,0,11.524714,329.9,0.0111023622047244,54.896,50.9359999999999,50.2699999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 15:00",50.1079999999999,46.49,1866727.3,0,12.30988,335.6,0.0151968503937008,55.346,50.8819999999999,50.2699999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 16:00",50.0359999999999,46.26,1934363.6,0,14.059168,326.2,0.0167322834645669,56.93,50.846,50.2699999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 17:00",47.7679999999999,51.96,635545.5,0,12.41278,340.8,0.00976377952755906,57.3259999999999,50.8279999999999,50.2519999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 18:00",47.48,58.56,402000,0,11.833412,342,0.00838582677165354,56.5699999999999,50.8099999999999,50.2519999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 19:00",46.2308,56.18,216063.66,0,11.911705,339,0.00708661417322835,55.6339999999999,50.8279999999999,50.2339999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 20:00",45.8293999999999,56.46,105627.266,0,8.258782,336,0.00539370078740158,54.698,50.8279999999999,50.2339999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 21:00",45.1039999999999,55.38,10716.363,0,4.6304655,332.6,0.00153543307086614,53.78,50.846,50.2159999999999,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 22:00",44.6305999999999,54.38,0,0,6.605684,311.6,0.00169291338582677,52.9159999999999,50.846,50.198,48.614,34.4,19.5,26.5
"BOOI4","2020-05-10 23:00",44.2723999999999,54,0,0,9.659106,305.5,0.0018503937007874,52.124,50.846,50.198,48.614,34.4,19.5,26.5
"BOOI4","2020-05-11 00:00",44.0402,55.64,0,0,9.0730295,304,0.00181102362204724,51.4759999999999,50.846,50.18,48.614,34.4,19.5,26.5
"BOOI4","2020-05-11 01:00",43.7665999999999,55.41,0,0,9.4823885,305.1,0.00181102362204724,50.9179999999999,50.8279999999999,50.18,48.614,34.4,19.5,26.5
"BOOI4","2020-05-11 02:00",43.3436,57.62,0,0,9.741874,302.2,0.00181102362204724,50.432,50.7919999999999,50.1619999999999,48.614,34.3,19.5,26.5
"BOOI4","2020-05-11 03:00",42.5119999999999,57.77,0,0,8.945523,298.2,0.00165354330708661,49.964,50.7739999999999,50.1619999999999,48.614,34.3,19.5,26.5
"BOOI4","2020-05-11 04:00",42.0926,60.46,0,0,10.370454,295.5,0.00161417322834646,49.4779999999999,50.738,50.1619999999999,48.614,34.3,19.5,26.5
"BOOI4","2020-05-11 05:00",41.648,62.79,0,0,10.99456,303,0.00153543307086614,49.046,50.6839999999999,50.1439999999999,48.6319999999999,34.3,19.4,26.5
"BOOI4","2020-05-11 06:00",41.5543999999999,63.66,1882.7273,0,9.74411,303.1,0.00141732283464567,48.6319999999999,50.63,50.1439999999999,48.614,34.3,19.4,26.5
"BOOI4","2020-05-11 07:00",41.8495999999999,65.11,93250,0,9.529365,301.1,0.00334645669291339,48.29,50.5759999999999,50.1439999999999,48.614,34.3,19.4,26.5
"BOOI4","2020-05-11 08:00",42.6776,63.88,272281.83,0,11.1086445,299.8,0.0052755905511811,48.182,50.5039999999999,50.1259999999999,48.614,34.3,19.4,26.5
"BOOI4","2020-05-11 09:00",44.2436,59.04,566000,0,9.240799,308.9,0.00633858267716536,48.3439999999999,50.432,50.1259999999999,48.614,34.2,19.4,26.5
"BOOI4","2020-05-11 10:00",46.2667999999999,54.42,1201363.6,0,7.2163687,318.4,0.00901574803149606,49.1539999999999,50.3779999999999,50.1079999999999,48.614,34.2,19.4,26.5
"BOOI4","2020-05-11 11:00",48.4339999999999,47.72,1971818.1,0,8.205096,313.7,0.0134645669291339,50.7199999999999,50.306,50.0899999999999,48.614,34.2,19.4,26.5
"BOOI4","2020-05-11 12:00",49.4419999999999,41.89,1834727.3,0,7.0687304,320.4,0.0140944881889764,53.0419999999999,50.2339999999999,50.072,48.6319999999999,34.2,19.4,26.5
"BOOI4","2020-05-11 13:00",51.998,35.52,2707818,0,6.798061,326.7,0.0188976377952756,54.932,50.18,50.072,48.614,34.3,19.4,26.5
"BOOI4","2020-05-11 14:00",53.6539999999999,31.78,3475454.6,0,8.287863,319.6,0.024251968503937,58.1359999999999,50.1439999999999,50.0539999999999,48.614,34.2,19.4,26.5
"BOOI4","2020-05-11 15:00",55.2019999999999,33.14,3080454.6,0,8.556295,308.4,0.0234645669291339,61.3939999999999,50.0899999999999,50.0359999999999,48.614,34.2,19.4,26.5
"BOOI4","2020-05-11 16:00",56.372,25.95,2866454.6,0,9.914119,302.6,0.0239370078740157,63.7159999999999,50.0899999999999,50.0179999999999,48.614,34.2,19.4,26.5
"BOOI4","2020-05-11 17:00",56.9119999999999,25.5,2367272.7,0,10.359269,304,0.0222047244094488,65.1019999999999,50.1259999999999,49.9999999999999,48.614,34.2,19.4,26.5
"BOOI4","2020-05-11 18:00",57.056,24.72,1657636.4,0,9.319092,307.1,0.0183070866141732,65.4439999999999,50.18,49.9819999999999,48.6319999999999,34.3,19.4,26.5
"BOOI4","2020-05-11 19:00",56.5519999999999,24.86,950272.7,0,6.7130566,330.2,0.0124015748031496,64.796,50.2699999999999,49.964,48.6319999999999,34.2,19.5,26.5
"BOOI4","2020-05-11 20:00",54.5359999999999,26.24,442518.2,0,4.936927,332.7,0.00692913385826772,63.14,50.3779999999999,49.946,48.614,34.2,19.5,26.4
"BOOI4","2020-05-11 21:00",48.38,32.97,36194.546,0,1.8410016,342.2,0.000669291338582677,60.9439999999999,50.4859999999999,49.9279999999999,48.6319999999999,34.3,19.5,26.4
"BOOI4","2020-05-11 22:00",45.0283999999999,37.56,0,0,0.017895522,347.9,-0.00161417322834646,58.7839999999999,50.63,49.9099999999999,48.614,34.3,19.5,26.4
"BOOI4","2020-05-11 23:00",43.9123999999999,37.07,0,0,0.05368656,340.1,-0.00149606299212598,56.8579999999999,50.738,49.9099999999999,48.614,34.3,19.5,26.5
"BOOI4","2020-05-12 00:00",44.9312,36.96,0,0,2.3778672,343.8,0.000669291338582677,55.238,50.846,49.9099999999999,48.614,34.3,19.5,26.5
"BOOI4","2020-05-12 01:00",43.1221999999999,39.47,0,0,4.324005,343.5,0.0012992125984252,53.906,50.9359999999999,49.8919999999999,48.614,34.3,19.5,26.5
