"station","valid","tmpf","relh","solar","precip","speed","drct","et","soil04t","soil12t","soil24t","soil50t","soil12vwc","soil24vwc","soil50vwc"
"BOOI4","2021-05-07 00:00",46.922,"M",0,"0","0","0","-1.771653543307087E-3",57.2179999999999,"56.263999999999967","53.491999999999933",49.7659999999999,33.2,15,18.2
"BOOI4","2021-05-07 01:00",47.1199999999999,"46.95",0,"0","0","0","-1.8110236220472439E-3",55.8679999999999,"56.263999999999967","53.473999999999947",49.7659999999999,33.2,15,18.2
"BOOI4","2021-05-07 02:00",44.0419999999999,"M",0,"0","0","0","-1.6929133858267721E-3",54.806,"56.245999999999981","53.491999999999933",49.7659999999999,33.2,15,18.2
"BOOI4","2021-05-07 03:00",42.5084,"M",0,"0","0","0","-1.6929133858267721E-3",53.8699999999999,"56.191999999999929","53.491999999999933",49.7659999999999,33.2,15,18.2
"BOOI4","2021-05-07 04:00",44.7242,"M",0,"0","0","0","-1.614173228346457E-3",53.0599999999999,"56.119999999999891","53.473999999999947",49.8019999999999,33.2,15,18.2
"BOOI4","2021-05-07 05:00",46.4359999999999,"M",0,"0","0","0","-1.614173228346457E-3",52.3579999999999,"56.029999999999973","53.491999999999933",49.8019999999999,33.2,15,18.2
"BOOI4","2021-05-07 06:00",46.598,"M",1961.5798,"0","0","0","-1.6929133858267721E-3",51.7999999999999,"55.921999999999969","53.491999999999933",49.7839999999999,33.2,15,18.2
"BOOI4","2021-05-07 07:00",48.182,"M",157354.72,"0","0","0","-1.4566929133858269E-3",51.4039999999999,"55.759999999999913","53.527999999999899",49.838,33.2,15,18.2
"BOOI4","2021-05-07 08:00",49.874,"M",696691.65,"0","0","0","2.1259842519685038E-3",51.422,"55.651999999999909","53.545999999999992",49.8199999999999,33.1,15,18.2
"BOOI4","2021-05-07 09:00",53.2759999999999,"M",1409448.1,"0","0","0","6.4566929133858279E-3",52.322,"55.543999999999897","53.509999999999913",49.8019999999999,33.1,15,18.2
"BOOI4","2021-05-07 10:00",54.2659999999999,"M",2084700.2,"0","0","0","1.078740157480315E-2",54.1759999999999,"55.363999999999969","53.491999999999933",49.856,33.1,15,18.2
"BOOI4","2021-05-07 11:00",56.8579999999999,"M",2684921.9,"0","0","0","1.47244094488189E-2",56.606,"55.255999999999958","53.509999999999913",49.838,33,15,18.2
"BOOI4","2021-05-07 12:00",57.74,"M",3131700.2,"0","0","0","1.7913385826771658E-2",59.5939999999999,"55.111999999999888","53.491999999999933",49.838,33,15,18.2
"BOOI4","2021-05-07 13:00",60.3499999999999,"M",3370919.7,"0","0","0","1.992125984251969E-2",62.78,"55.02199999999997","53.473999999999947",49.874,33,15,18.3
"BOOI4","2021-05-07 14:00",61.7359999999999,"M",3395699.2,"0","0","0","2.0393700787401579E-2",65.6599999999999,"54.985999999999898","53.45599999999996",49.874,33,15,18.3
"BOOI4","2021-05-07 15:00",62.1319999999999,"M",3210660.4,"0","0","0","1.9370078740157479E-2",68.0179999999999,"54.967999999999918","53.419999999999902",49.8919999999999,33,15,18.3
"BOOI4","2021-05-07 16:00",64.2919999999999,"M",2841840,"0","0","0","1.7007874015748031E-2",69.6739999999999,"55.02199999999997","53.437999999999981",49.856,33,15,18.3
"BOOI4","2021-05-07 17:00",65.2099999999999,"M",2290002.2,"0","0","0","1.3188976377952759E-2",70.4119999999999,"55.111999999999888","53.419999999999902",49.8919999999999,33.1,15,18.3
"BOOI4","2021-05-07 18:00",64.5619999999999,"M",1690440.1,"0","0","0","8.8976377952755918E-3",70.2499999999999,"55.237999999999978","53.383999999999929",49.8919999999999,33.1,15,18.3
"BOOI4","2021-05-07 19:00",62.888,"M",927610.53,"0","0","0","3.7007874015748039E-3",69.2599999999999,"55.417999999999921","53.365999999999943",49.9099999999999,33.1,15,18.3
